Scenario,process_time_call_ambulance,process_time_ambulance_response,process_ambulance_on_scene_duration,process_msu_dispatch,process_msu_thrombolysis,process_msu_on_scene_post_thrombolysis,process_time_arrival_to_needle,transfer_time_delay,process_time_arrival_to_puncture,process_time_transfer_arrival_to_puncture,process_time_msu_arrival_to_puncture
89984,180,30,20,30,30,30,30,90,60,30,60
89985,180,30,20,30,30,30,30,90,60,45,30
89986,180,30,20,30,30,30,30,90,60,45,45
89987,180,30,20,30,30,30,30,90,60,45,60
89988,180,30,20,30,30,30,30,90,60,60,30
89989,180,30,20,30,30,30,30,90,60,60,45
89990,180,30,20,30,30,30,30,90,60,60,60
89991,180,30,20,30,30,30,45,30,30,30,30
89992,180,30,20,30,30,30,45,30,30,30,45
89993,180,30,20,30,30,30,45,30,30,30,60
89994,180,30,20,30,30,30,45,30,30,45,30
89995,180,30,20,30,30,30,45,30,30,45,45
89996,180,30,20,30,30,30,45,30,30,45,60
89997,180,30,20,30,30,30,45,30,30,60,30
89998,180,30,20,30,30,30,45,30,30,60,45
89999,180,30,20,30,30,30,45,30,30,60,60
90000,180,30,20,30,30,30,45,30,45,30,30
90001,180,30,20,30,30,30,45,30,45,30,45
90002,180,30,20,30,30,30,45,30,45,30,60
90003,180,30,20,30,30,30,45,30,45,45,30
90004,180,30,20,30,30,30,45,30,45,45,45
90005,180,30,20,30,30,30,45,30,45,45,60
90006,180,30,20,30,30,30,45,30,45,60,30
90007,180,30,20,30,30,30,45,30,45,60,45
90008,180,30,20,30,30,30,45,30,45,60,60
90009,180,30,20,30,30,30,45,30,60,30,30
90010,180,30,20,30,30,30,45,30,60,30,45
90011,180,30,20,30,30,30,45,30,60,30,60
90012,180,30,20,30,30,30,45,30,60,45,30
90013,180,30,20,30,30,30,45,30,60,45,45
90014,180,30,20,30,30,30,45,30,60,45,60
90015,180,30,20,30,30,30,45,30,60,60,30
90016,180,30,20,30,30,30,45,30,60,60,45
90017,180,30,20,30,30,30,45,30,60,60,60
90018,180,30,20,30,30,30,45,60,30,30,30
90019,180,30,20,30,30,30,45,60,30,30,45
90020,180,30,20,30,30,30,45,60,30,30,60
90021,180,30,20,30,30,30,45,60,30,45,30
90022,180,30,20,30,30,30,45,60,30,45,45
90023,180,30,20,30,30,30,45,60,30,45,60
90024,180,30,20,30,30,30,45,60,30,60,30
90025,180,30,20,30,30,30,45,60,30,60,45
90026,180,30,20,30,30,30,45,60,30,60,60
90027,180,30,20,30,30,30,45,60,45,30,30
90028,180,30,20,30,30,30,45,60,45,30,45
90029,180,30,20,30,30,30,45,60,45,30,60
90030,180,30,20,30,30,30,45,60,45,45,30
90031,180,30,20,30,30,30,45,60,45,45,45
90032,180,30,20,30,30,30,45,60,45,45,60
90033,180,30,20,30,30,30,45,60,45,60,30
90034,180,30,20,30,30,30,45,60,45,60,45
90035,180,30,20,30,30,30,45,60,45,60,60
90036,180,30,20,30,30,30,45,60,60,30,30
90037,180,30,20,30,30,30,45,60,60,30,45
90038,180,30,20,30,30,30,45,60,60,30,60
90039,180,30,20,30,30,30,45,60,60,45,30
90040,180,30,20,30,30,30,45,60,60,45,45
90041,180,30,20,30,30,30,45,60,60,45,60
90042,180,30,20,30,30,30,45,60,60,60,30
90043,180,30,20,30,30,30,45,60,60,60,45
90044,180,30,20,30,30,30,45,60,60,60,60
90045,180,30,20,30,30,30,45,90,30,30,30
90046,180,30,20,30,30,30,45,90,30,30,45
90047,180,30,20,30,30,30,45,90,30,30,60
90048,180,30,20,30,30,30,45,90,30,45,30
90049,180,30,20,30,30,30,45,90,30,45,45
90050,180,30,20,30,30,30,45,90,30,45,60
90051,180,30,20,30,30,30,45,90,30,60,30
90052,180,30,20,30,30,30,45,90,30,60,45
90053,180,30,20,30,30,30,45,90,30,60,60
90054,180,30,20,30,30,30,45,90,45,30,30
90055,180,30,20,30,30,30,45,90,45,30,45
90056,180,30,20,30,30,30,45,90,45,30,60
90057,180,30,20,30,30,30,45,90,45,45,30
90058,180,30,20,30,30,30,45,90,45,45,45
90059,180,30,20,30,30,30,45,90,45,45,60
90060,180,30,20,30,30,30,45,90,45,60,30
90061,180,30,20,30,30,30,45,90,45,60,45
90062,180,30,20,30,30,30,45,90,45,60,60
90063,180,30,20,30,30,30,45,90,60,30,30
90064,180,30,20,30,30,30,45,90,60,30,45
90065,180,30,20,30,30,30,45,90,60,30,60
90066,180,30,20,30,30,30,45,90,60,45,30
90067,180,30,20,30,30,30,45,90,60,45,45
90068,180,30,20,30,30,30,45,90,60,45,60
90069,180,30,20,30,30,30,45,90,60,60,30
90070,180,30,20,30,30,30,45,90,60,60,45
90071,180,30,20,30,30,30,45,90,60,60,60
90072,180,30,20,30,45,15,30,30,30,30,30
90073,180,30,20,30,45,15,30,30,30,30,45
90074,180,30,20,30,45,15,30,30,30,30,60
90075,180,30,20,30,45,15,30,30,30,45,30
90076,180,30,20,30,45,15,30,30,30,45,45
90077,180,30,20,30,45,15,30,30,30,45,60
90078,180,30,20,30,45,15,30,30,30,60,30
90079,180,30,20,30,45,15,30,30,30,60,45
90080,180,30,20,30,45,15,30,30,30,60,60
90081,180,30,20,30,45,15,30,30,45,30,30
90082,180,30,20,30,45,15,30,30,45,30,45
90083,180,30,20,30,45,15,30,30,45,30,60
90084,180,30,20,30,45,15,30,30,45,45,30
90085,180,30,20,30,45,15,30,30,45,45,45
90086,180,30,20,30,45,15,30,30,45,45,60
90087,180,30,20,30,45,15,30,30,45,60,30
90088,180,30,20,30,45,15,30,30,45,60,45
90089,180,30,20,30,45,15,30,30,45,60,60
90090,180,30,20,30,45,15,30,30,60,30,30
90091,180,30,20,30,45,15,30,30,60,30,45
90092,180,30,20,30,45,15,30,30,60,30,60
90093,180,30,20,30,45,15,30,30,60,45,30
90094,180,30,20,30,45,15,30,30,60,45,45
90095,180,30,20,30,45,15,30,30,60,45,60
90096,180,30,20,30,45,15,30,30,60,60,30
90097,180,30,20,30,45,15,30,30,60,60,45
90098,180,30,20,30,45,15,30,30,60,60,60
90099,180,30,20,30,45,15,30,60,30,30,30
90100,180,30,20,30,45,15,30,60,30,30,45
90101,180,30,20,30,45,15,30,60,30,30,60
90102,180,30,20,30,45,15,30,60,30,45,30
90103,180,30,20,30,45,15,30,60,30,45,45
90104,180,30,20,30,45,15,30,60,30,45,60
90105,180,30,20,30,45,15,30,60,30,60,30
90106,180,30,20,30,45,15,30,60,30,60,45
90107,180,30,20,30,45,15,30,60,30,60,60
90108,180,30,20,30,45,15,30,60,45,30,30
90109,180,30,20,30,45,15,30,60,45,30,45
90110,180,30,20,30,45,15,30,60,45,30,60
90111,180,30,20,30,45,15,30,60,45,45,30
90112,180,30,20,30,45,15,30,60,45,45,45
90113,180,30,20,30,45,15,30,60,45,45,60
90114,180,30,20,30,45,15,30,60,45,60,30
90115,180,30,20,30,45,15,30,60,45,60,45
90116,180,30,20,30,45,15,30,60,45,60,60
90117,180,30,20,30,45,15,30,60,60,30,30
90118,180,30,20,30,45,15,30,60,60,30,45
90119,180,30,20,30,45,15,30,60,60,30,60
90120,180,30,20,30,45,15,30,60,60,45,30
90121,180,30,20,30,45,15,30,60,60,45,45
90122,180,30,20,30,45,15,30,60,60,45,60
90123,180,30,20,30,45,15,30,60,60,60,30
90124,180,30,20,30,45,15,30,60,60,60,45
90125,180,30,20,30,45,15,30,60,60,60,60
90126,180,30,20,30,45,15,30,90,30,30,30
90127,180,30,20,30,45,15,30,90,30,30,45
90128,180,30,20,30,45,15,30,90,30,30,60
90129,180,30,20,30,45,15,30,90,30,45,30
90130,180,30,20,30,45,15,30,90,30,45,45
90131,180,30,20,30,45,15,30,90,30,45,60
90132,180,30,20,30,45,15,30,90,30,60,30
90133,180,30,20,30,45,15,30,90,30,60,45
90134,180,30,20,30,45,15,30,90,30,60,60
90135,180,30,20,30,45,15,30,90,45,30,30
90136,180,30,20,30,45,15,30,90,45,30,45
90137,180,30,20,30,45,15,30,90,45,30,60
90138,180,30,20,30,45,15,30,90,45,45,30
90139,180,30,20,30,45,15,30,90,45,45,45
90140,180,30,20,30,45,15,30,90,45,45,60
90141,180,30,20,30,45,15,30,90,45,60,30
90142,180,30,20,30,45,15,30,90,45,60,45
90143,180,30,20,30,45,15,30,90,45,60,60
90144,180,30,20,30,45,15,30,90,60,30,30
90145,180,30,20,30,45,15,30,90,60,30,45
90146,180,30,20,30,45,15,30,90,60,30,60
90147,180,30,20,30,45,15,30,90,60,45,30
90148,180,30,20,30,45,15,30,90,60,45,45
90149,180,30,20,30,45,15,30,90,60,45,60
90150,180,30,20,30,45,15,30,90,60,60,30
90151,180,30,20,30,45,15,30,90,60,60,45
90152,180,30,20,30,45,15,30,90,60,60,60
90153,180,30,20,30,45,15,45,30,30,30,30
90154,180,30,20,30,45,15,45,30,30,30,45
90155,180,30,20,30,45,15,45,30,30,30,60
90156,180,30,20,30,45,15,45,30,30,45,30
90157,180,30,20,30,45,15,45,30,30,45,45
90158,180,30,20,30,45,15,45,30,30,45,60
90159,180,30,20,30,45,15,45,30,30,60,30
90160,180,30,20,30,45,15,45,30,30,60,45
90161,180,30,20,30,45,15,45,30,30,60,60
90162,180,30,20,30,45,15,45,30,45,30,30
90163,180,30,20,30,45,15,45,30,45,30,45
90164,180,30,20,30,45,15,45,30,45,30,60
90165,180,30,20,30,45,15,45,30,45,45,30
90166,180,30,20,30,45,15,45,30,45,45,45
90167,180,30,20,30,45,15,45,30,45,45,60
90168,180,30,20,30,45,15,45,30,45,60,30
90169,180,30,20,30,45,15,45,30,45,60,45
90170,180,30,20,30,45,15,45,30,45,60,60
90171,180,30,20,30,45,15,45,30,60,30,30
90172,180,30,20,30,45,15,45,30,60,30,45
90173,180,30,20,30,45,15,45,30,60,30,60
90174,180,30,20,30,45,15,45,30,60,45,30
90175,180,30,20,30,45,15,45,30,60,45,45
90176,180,30,20,30,45,15,45,30,60,45,60
90177,180,30,20,30,45,15,45,30,60,60,30
90178,180,30,20,30,45,15,45,30,60,60,45
90179,180,30,20,30,45,15,45,30,60,60,60
90180,180,30,20,30,45,15,45,60,30,30,30
90181,180,30,20,30,45,15,45,60,30,30,45
90182,180,30,20,30,45,15,45,60,30,30,60
90183,180,30,20,30,45,15,45,60,30,45,30
90184,180,30,20,30,45,15,45,60,30,45,45
90185,180,30,20,30,45,15,45,60,30,45,60
90186,180,30,20,30,45,15,45,60,30,60,30
90187,180,30,20,30,45,15,45,60,30,60,45
90188,180,30,20,30,45,15,45,60,30,60,60
90189,180,30,20,30,45,15,45,60,45,30,30
90190,180,30,20,30,45,15,45,60,45,30,45
90191,180,30,20,30,45,15,45,60,45,30,60
90192,180,30,20,30,45,15,45,60,45,45,30
90193,180,30,20,30,45,15,45,60,45,45,45
90194,180,30,20,30,45,15,45,60,45,45,60
90195,180,30,20,30,45,15,45,60,45,60,30
90196,180,30,20,30,45,15,45,60,45,60,45
90197,180,30,20,30,45,15,45,60,45,60,60
90198,180,30,20,30,45,15,45,60,60,30,30
90199,180,30,20,30,45,15,45,60,60,30,45
90200,180,30,20,30,45,15,45,60,60,30,60
90201,180,30,20,30,45,15,45,60,60,45,30
90202,180,30,20,30,45,15,45,60,60,45,45
90203,180,30,20,30,45,15,45,60,60,45,60
90204,180,30,20,30,45,15,45,60,60,60,30
90205,180,30,20,30,45,15,45,60,60,60,45
90206,180,30,20,30,45,15,45,60,60,60,60
90207,180,30,20,30,45,15,45,90,30,30,30
90208,180,30,20,30,45,15,45,90,30,30,45
90209,180,30,20,30,45,15,45,90,30,30,60
90210,180,30,20,30,45,15,45,90,30,45,30
90211,180,30,20,30,45,15,45,90,30,45,45
90212,180,30,20,30,45,15,45,90,30,45,60
90213,180,30,20,30,45,15,45,90,30,60,30
90214,180,30,20,30,45,15,45,90,30,60,45
90215,180,30,20,30,45,15,45,90,30,60,60
90216,180,30,20,30,45,15,45,90,45,30,30
90217,180,30,20,30,45,15,45,90,45,30,45
90218,180,30,20,30,45,15,45,90,45,30,60
90219,180,30,20,30,45,15,45,90,45,45,30
90220,180,30,20,30,45,15,45,90,45,45,45
90221,180,30,20,30,45,15,45,90,45,45,60
90222,180,30,20,30,45,15,45,90,45,60,30
90223,180,30,20,30,45,15,45,90,45,60,45
90224,180,30,20,30,45,15,45,90,45,60,60
90225,180,30,20,30,45,15,45,90,60,30,30
90226,180,30,20,30,45,15,45,90,60,30,45
90227,180,30,20,30,45,15,45,90,60,30,60
90228,180,30,20,30,45,15,45,90,60,45,30
90229,180,30,20,30,45,15,45,90,60,45,45
90230,180,30,20,30,45,15,45,90,60,45,60
90231,180,30,20,30,45,15,45,90,60,60,30
90232,180,30,20,30,45,15,45,90,60,60,45
90233,180,30,20,30,45,15,45,90,60,60,60
90234,180,30,20,30,45,30,30,30,30,30,30
90235,180,30,20,30,45,30,30,30,30,30,45
90236,180,30,20,30,45,30,30,30,30,30,60
90237,180,30,20,30,45,30,30,30,30,45,30
90238,180,30,20,30,45,30,30,30,30,45,45
90239,180,30,20,30,45,30,30,30,30,45,60
90240,180,30,20,30,45,30,30,30,30,60,30
90241,180,30,20,30,45,30,30,30,30,60,45
90242,180,30,20,30,45,30,30,30,30,60,60
90243,180,30,20,30,45,30,30,30,45,30,30
90244,180,30,20,30,45,30,30,30,45,30,45
90245,180,30,20,30,45,30,30,30,45,30,60
90246,180,30,20,30,45,30,30,30,45,45,30
90247,180,30,20,30,45,30,30,30,45,45,45
90248,180,30,20,30,45,30,30,30,45,45,60
90249,180,30,20,30,45,30,30,30,45,60,30
90250,180,30,20,30,45,30,30,30,45,60,45
90251,180,30,20,30,45,30,30,30,45,60,60
90252,180,30,20,30,45,30,30,30,60,30,30
90253,180,30,20,30,45,30,30,30,60,30,45
90254,180,30,20,30,45,30,30,30,60,30,60
90255,180,30,20,30,45,30,30,30,60,45,30
90256,180,30,20,30,45,30,30,30,60,45,45
90257,180,30,20,30,45,30,30,30,60,45,60
90258,180,30,20,30,45,30,30,30,60,60,30
90259,180,30,20,30,45,30,30,30,60,60,45
90260,180,30,20,30,45,30,30,30,60,60,60
90261,180,30,20,30,45,30,30,60,30,30,30
90262,180,30,20,30,45,30,30,60,30,30,45
90263,180,30,20,30,45,30,30,60,30,30,60
90264,180,30,20,30,45,30,30,60,30,45,30
90265,180,30,20,30,45,30,30,60,30,45,45
90266,180,30,20,30,45,30,30,60,30,45,60
90267,180,30,20,30,45,30,30,60,30,60,30
90268,180,30,20,30,45,30,30,60,30,60,45
90269,180,30,20,30,45,30,30,60,30,60,60
90270,180,30,20,30,45,30,30,60,45,30,30
90271,180,30,20,30,45,30,30,60,45,30,45
90272,180,30,20,30,45,30,30,60,45,30,60
90273,180,30,20,30,45,30,30,60,45,45,30
90274,180,30,20,30,45,30,30,60,45,45,45
90275,180,30,20,30,45,30,30,60,45,45,60
90276,180,30,20,30,45,30,30,60,45,60,30
90277,180,30,20,30,45,30,30,60,45,60,45
90278,180,30,20,30,45,30,30,60,45,60,60
90279,180,30,20,30,45,30,30,60,60,30,30
90280,180,30,20,30,45,30,30,60,60,30,45
90281,180,30,20,30,45,30,30,60,60,30,60
90282,180,30,20,30,45,30,30,60,60,45,30
90283,180,30,20,30,45,30,30,60,60,45,45
90284,180,30,20,30,45,30,30,60,60,45,60
90285,180,30,20,30,45,30,30,60,60,60,30
90286,180,30,20,30,45,30,30,60,60,60,45
90287,180,30,20,30,45,30,30,60,60,60,60
90288,180,30,20,30,45,30,30,90,30,30,30
90289,180,30,20,30,45,30,30,90,30,30,45
90290,180,30,20,30,45,30,30,90,30,30,60
90291,180,30,20,30,45,30,30,90,30,45,30
90292,180,30,20,30,45,30,30,90,30,45,45
90293,180,30,20,30,45,30,30,90,30,45,60
90294,180,30,20,30,45,30,30,90,30,60,30
90295,180,30,20,30,45,30,30,90,30,60,45
90296,180,30,20,30,45,30,30,90,30,60,60
90297,180,30,20,30,45,30,30,90,45,30,30
90298,180,30,20,30,45,30,30,90,45,30,45
90299,180,30,20,30,45,30,30,90,45,30,60
90300,180,30,20,30,45,30,30,90,45,45,30
90301,180,30,20,30,45,30,30,90,45,45,45
90302,180,30,20,30,45,30,30,90,45,45,60
90303,180,30,20,30,45,30,30,90,45,60,30
90304,180,30,20,30,45,30,30,90,45,60,45
90305,180,30,20,30,45,30,30,90,45,60,60
90306,180,30,20,30,45,30,30,90,60,30,30
90307,180,30,20,30,45,30,30,90,60,30,45
90308,180,30,20,30,45,30,30,90,60,30,60
90309,180,30,20,30,45,30,30,90,60,45,30
90310,180,30,20,30,45,30,30,90,60,45,45
90311,180,30,20,30,45,30,30,90,60,45,60
90312,180,30,20,30,45,30,30,90,60,60,30
90313,180,30,20,30,45,30,30,90,60,60,45
90314,180,30,20,30,45,30,30,90,60,60,60
90315,180,30,20,30,45,30,45,30,30,30,30
90316,180,30,20,30,45,30,45,30,30,30,45
90317,180,30,20,30,45,30,45,30,30,30,60
90318,180,30,20,30,45,30,45,30,30,45,30
90319,180,30,20,30,45,30,45,30,30,45,45
90320,180,30,20,30,45,30,45,30,30,45,60
90321,180,30,20,30,45,30,45,30,30,60,30
90322,180,30,20,30,45,30,45,30,30,60,45
90323,180,30,20,30,45,30,45,30,30,60,60
90324,180,30,20,30,45,30,45,30,45,30,30
90325,180,30,20,30,45,30,45,30,45,30,45
90326,180,30,20,30,45,30,45,30,45,30,60
90327,180,30,20,30,45,30,45,30,45,45,30
90328,180,30,20,30,45,30,45,30,45,45,45
90329,180,30,20,30,45,30,45,30,45,45,60
90330,180,30,20,30,45,30,45,30,45,60,30
90331,180,30,20,30,45,30,45,30,45,60,45
90332,180,30,20,30,45,30,45,30,45,60,60
90333,180,30,20,30,45,30,45,30,60,30,30
90334,180,30,20,30,45,30,45,30,60,30,45
90335,180,30,20,30,45,30,45,30,60,30,60
90336,180,30,20,30,45,30,45,30,60,45,30
90337,180,30,20,30,45,30,45,30,60,45,45
90338,180,30,20,30,45,30,45,30,60,45,60
90339,180,30,20,30,45,30,45,30,60,60,30
90340,180,30,20,30,45,30,45,30,60,60,45
90341,180,30,20,30,45,30,45,30,60,60,60
90342,180,30,20,30,45,30,45,60,30,30,30
90343,180,30,20,30,45,30,45,60,30,30,45
90344,180,30,20,30,45,30,45,60,30,30,60
90345,180,30,20,30,45,30,45,60,30,45,30
90346,180,30,20,30,45,30,45,60,30,45,45
90347,180,30,20,30,45,30,45,60,30,45,60
90348,180,30,20,30,45,30,45,60,30,60,30
90349,180,30,20,30,45,30,45,60,30,60,45
90350,180,30,20,30,45,30,45,60,30,60,60
90351,180,30,20,30,45,30,45,60,45,30,30
90352,180,30,20,30,45,30,45,60,45,30,45
90353,180,30,20,30,45,30,45,60,45,30,60
90354,180,30,20,30,45,30,45,60,45,45,30
90355,180,30,20,30,45,30,45,60,45,45,45
90356,180,30,20,30,45,30,45,60,45,45,60
90357,180,30,20,30,45,30,45,60,45,60,30
90358,180,30,20,30,45,30,45,60,45,60,45
90359,180,30,20,30,45,30,45,60,45,60,60
90360,180,30,20,30,45,30,45,60,60,30,30
90361,180,30,20,30,45,30,45,60,60,30,45
90362,180,30,20,30,45,30,45,60,60,30,60
90363,180,30,20,30,45,30,45,60,60,45,30
90364,180,30,20,30,45,30,45,60,60,45,45
90365,180,30,20,30,45,30,45,60,60,45,60
90366,180,30,20,30,45,30,45,60,60,60,30
90367,180,30,20,30,45,30,45,60,60,60,45
90368,180,30,20,30,45,30,45,60,60,60,60
90369,180,30,20,30,45,30,45,90,30,30,30
90370,180,30,20,30,45,30,45,90,30,30,45
90371,180,30,20,30,45,30,45,90,30,30,60
90372,180,30,20,30,45,30,45,90,30,45,30
90373,180,30,20,30,45,30,45,90,30,45,45
90374,180,30,20,30,45,30,45,90,30,45,60
90375,180,30,20,30,45,30,45,90,30,60,30
90376,180,30,20,30,45,30,45,90,30,60,45
90377,180,30,20,30,45,30,45,90,30,60,60
90378,180,30,20,30,45,30,45,90,45,30,30
90379,180,30,20,30,45,30,45,90,45,30,45
90380,180,30,20,30,45,30,45,90,45,30,60
90381,180,30,20,30,45,30,45,90,45,45,30
90382,180,30,20,30,45,30,45,90,45,45,45
90383,180,30,20,30,45,30,45,90,45,45,60
90384,180,30,20,30,45,30,45,90,45,60,30
90385,180,30,20,30,45,30,45,90,45,60,45
90386,180,30,20,30,45,30,45,90,45,60,60
90387,180,30,20,30,45,30,45,90,60,30,30
90388,180,30,20,30,45,30,45,90,60,30,45
90389,180,30,20,30,45,30,45,90,60,30,60
90390,180,30,20,30,45,30,45,90,60,45,30
90391,180,30,20,30,45,30,45,90,60,45,45
90392,180,30,20,30,45,30,45,90,60,45,60
90393,180,30,20,30,45,30,45,90,60,60,30
90394,180,30,20,30,45,30,45,90,60,60,45
90395,180,30,20,30,45,30,45,90,60,60,60
90396,180,30,30,0,15,15,30,30,30,30,30
90397,180,30,30,0,15,15,30,30,30,30,45
90398,180,30,30,0,15,15,30,30,30,30,60
90399,180,30,30,0,15,15,30,30,30,45,30
90400,180,30,30,0,15,15,30,30,30,45,45
90401,180,30,30,0,15,15,30,30,30,45,60
90402,180,30,30,0,15,15,30,30,30,60,30
90403,180,30,30,0,15,15,30,30,30,60,45
90404,180,30,30,0,15,15,30,30,30,60,60
90405,180,30,30,0,15,15,30,30,45,30,30
90406,180,30,30,0,15,15,30,30,45,30,45
90407,180,30,30,0,15,15,30,30,45,30,60
90408,180,30,30,0,15,15,30,30,45,45,30
90409,180,30,30,0,15,15,30,30,45,45,45
90410,180,30,30,0,15,15,30,30,45,45,60
90411,180,30,30,0,15,15,30,30,45,60,30
90412,180,30,30,0,15,15,30,30,45,60,45
90413,180,30,30,0,15,15,30,30,45,60,60
90414,180,30,30,0,15,15,30,30,60,30,30
90415,180,30,30,0,15,15,30,30,60,30,45
90416,180,30,30,0,15,15,30,30,60,30,60
90417,180,30,30,0,15,15,30,30,60,45,30
90418,180,30,30,0,15,15,30,30,60,45,45
90419,180,30,30,0,15,15,30,30,60,45,60
90420,180,30,30,0,15,15,30,30,60,60,30
90421,180,30,30,0,15,15,30,30,60,60,45
90422,180,30,30,0,15,15,30,30,60,60,60
90423,180,30,30,0,15,15,30,60,30,30,30
90424,180,30,30,0,15,15,30,60,30,30,45
90425,180,30,30,0,15,15,30,60,30,30,60
90426,180,30,30,0,15,15,30,60,30,45,30
90427,180,30,30,0,15,15,30,60,30,45,45
90428,180,30,30,0,15,15,30,60,30,45,60
90429,180,30,30,0,15,15,30,60,30,60,30
90430,180,30,30,0,15,15,30,60,30,60,45
90431,180,30,30,0,15,15,30,60,30,60,60
90432,180,30,30,0,15,15,30,60,45,30,30
90433,180,30,30,0,15,15,30,60,45,30,45
90434,180,30,30,0,15,15,30,60,45,30,60
90435,180,30,30,0,15,15,30,60,45,45,30
90436,180,30,30,0,15,15,30,60,45,45,45
90437,180,30,30,0,15,15,30,60,45,45,60
90438,180,30,30,0,15,15,30,60,45,60,30
90439,180,30,30,0,15,15,30,60,45,60,45
90440,180,30,30,0,15,15,30,60,45,60,60
90441,180,30,30,0,15,15,30,60,60,30,30
90442,180,30,30,0,15,15,30,60,60,30,45
90443,180,30,30,0,15,15,30,60,60,30,60
90444,180,30,30,0,15,15,30,60,60,45,30
90445,180,30,30,0,15,15,30,60,60,45,45
90446,180,30,30,0,15,15,30,60,60,45,60
90447,180,30,30,0,15,15,30,60,60,60,30
90448,180,30,30,0,15,15,30,60,60,60,45
90449,180,30,30,0,15,15,30,60,60,60,60
90450,180,30,30,0,15,15,30,90,30,30,30
90451,180,30,30,0,15,15,30,90,30,30,45
90452,180,30,30,0,15,15,30,90,30,30,60
90453,180,30,30,0,15,15,30,90,30,45,30
90454,180,30,30,0,15,15,30,90,30,45,45
90455,180,30,30,0,15,15,30,90,30,45,60
90456,180,30,30,0,15,15,30,90,30,60,30
90457,180,30,30,0,15,15,30,90,30,60,45
90458,180,30,30,0,15,15,30,90,30,60,60
90459,180,30,30,0,15,15,30,90,45,30,30
90460,180,30,30,0,15,15,30,90,45,30,45
90461,180,30,30,0,15,15,30,90,45,30,60
90462,180,30,30,0,15,15,30,90,45,45,30
90463,180,30,30,0,15,15,30,90,45,45,45
90464,180,30,30,0,15,15,30,90,45,45,60
90465,180,30,30,0,15,15,30,90,45,60,30
90466,180,30,30,0,15,15,30,90,45,60,45
90467,180,30,30,0,15,15,30,90,45,60,60
90468,180,30,30,0,15,15,30,90,60,30,30
90469,180,30,30,0,15,15,30,90,60,30,45
90470,180,30,30,0,15,15,30,90,60,30,60
90471,180,30,30,0,15,15,30,90,60,45,30
90472,180,30,30,0,15,15,30,90,60,45,45
90473,180,30,30,0,15,15,30,90,60,45,60
90474,180,30,30,0,15,15,30,90,60,60,30
90475,180,30,30,0,15,15,30,90,60,60,45
90476,180,30,30,0,15,15,30,90,60,60,60
90477,180,30,30,0,15,15,45,30,30,30,30
90478,180,30,30,0,15,15,45,30,30,30,45
90479,180,30,30,0,15,15,45,30,30,30,60
90480,180,30,30,0,15,15,45,30,30,45,30
90481,180,30,30,0,15,15,45,30,30,45,45
90482,180,30,30,0,15,15,45,30,30,45,60
90483,180,30,30,0,15,15,45,30,30,60,30
90484,180,30,30,0,15,15,45,30,30,60,45
90485,180,30,30,0,15,15,45,30,30,60,60
90486,180,30,30,0,15,15,45,30,45,30,30
90487,180,30,30,0,15,15,45,30,45,30,45
90488,180,30,30,0,15,15,45,30,45,30,60
90489,180,30,30,0,15,15,45,30,45,45,30
90490,180,30,30,0,15,15,45,30,45,45,45
90491,180,30,30,0,15,15,45,30,45,45,60
90492,180,30,30,0,15,15,45,30,45,60,30
90493,180,30,30,0,15,15,45,30,45,60,45
90494,180,30,30,0,15,15,45,30,45,60,60
90495,180,30,30,0,15,15,45,30,60,30,30
90496,180,30,30,0,15,15,45,30,60,30,45
90497,180,30,30,0,15,15,45,30,60,30,60
90498,180,30,30,0,15,15,45,30,60,45,30
90499,180,30,30,0,15,15,45,30,60,45,45
90500,180,30,30,0,15,15,45,30,60,45,60
90501,180,30,30,0,15,15,45,30,60,60,30
90502,180,30,30,0,15,15,45,30,60,60,45
90503,180,30,30,0,15,15,45,30,60,60,60
90504,180,30,30,0,15,15,45,60,30,30,30
90505,180,30,30,0,15,15,45,60,30,30,45
90506,180,30,30,0,15,15,45,60,30,30,60
90507,180,30,30,0,15,15,45,60,30,45,30
90508,180,30,30,0,15,15,45,60,30,45,45
90509,180,30,30,0,15,15,45,60,30,45,60
90510,180,30,30,0,15,15,45,60,30,60,30
90511,180,30,30,0,15,15,45,60,30,60,45
90512,180,30,30,0,15,15,45,60,30,60,60
90513,180,30,30,0,15,15,45,60,45,30,30
90514,180,30,30,0,15,15,45,60,45,30,45
90515,180,30,30,0,15,15,45,60,45,30,60
90516,180,30,30,0,15,15,45,60,45,45,30
90517,180,30,30,0,15,15,45,60,45,45,45
90518,180,30,30,0,15,15,45,60,45,45,60
90519,180,30,30,0,15,15,45,60,45,60,30
90520,180,30,30,0,15,15,45,60,45,60,45
90521,180,30,30,0,15,15,45,60,45,60,60
90522,180,30,30,0,15,15,45,60,60,30,30
90523,180,30,30,0,15,15,45,60,60,30,45
90524,180,30,30,0,15,15,45,60,60,30,60
90525,180,30,30,0,15,15,45,60,60,45,30
90526,180,30,30,0,15,15,45,60,60,45,45
90527,180,30,30,0,15,15,45,60,60,45,60
90528,180,30,30,0,15,15,45,60,60,60,30
90529,180,30,30,0,15,15,45,60,60,60,45
90530,180,30,30,0,15,15,45,60,60,60,60
90531,180,30,30,0,15,15,45,90,30,30,30
90532,180,30,30,0,15,15,45,90,30,30,45
90533,180,30,30,0,15,15,45,90,30,30,60
90534,180,30,30,0,15,15,45,90,30,45,30
90535,180,30,30,0,15,15,45,90,30,45,45
90536,180,30,30,0,15,15,45,90,30,45,60
